,actors,country,director,req_imdbid,year
231,"Angel Aviles, Seidy Lopez, Jacob Vargas, Devine","USA, UK",Allison Anders,tt0107566,1993
232,"Warren Beatty, Annette Bening, Katharine Hepburn, Garry Shandling",USA,Glenn Gordon Caron,tt0110391,1994
233,"Jessica Lange, Halle Berry, David Strathairn, Cuba Gooding Jr.",USA,Stephen Gyllenhaal,tt0113691,1995
234,"Rupert Graves, Helen Mirren, Amanda Donohoe, Charlotte Curley",UK,Nicholas Hytner,tt0110428,1994
235,"Robert De Niro, Kenneth Branagh, Tom Hulce, Helena Bonham Carter","USA, Japan, UK",Kenneth Branagh,tt0109836,1994
236,"Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas, George Wendt",USA,James Orr,tt0113755,1995
237,"Steve Martin, Madeline Kahn, Robert Klein, Anthony LaPaglia",USA,Nora Ephron,tt0110538,1994
238,"Melanie Griffith, Ed Harris, Michael Patrick Carter, Malcolm McDowell",USA,Richard Benjamin,tt0110516,1994
239,"Richard Attenborough, Elizabeth Perkins, Dylan McDermott, J.T. Walsh",USA,Les Mayfield,tt0110527,1994
240,"Sarah Jessica Parker, Gil Bellows, Antonio Banderas, Mia Farrow",USA,David Frankel,tt0113808,1995
241,"Edward James Olmos, Rafael Cortes, Ivette Reina, Amelia Zapata",USA,Gregory Nava,tt0113896,1995
242,"Christian Slater, Kevin Bacon, Gary Oldman, Embeth Davidtz","USA, France",Marc Rocco,tt0113870,1995
243,"Paul Newman, Jessica Tandy, Bruce Willis, Melanie Griffith",USA,Robert Benton,tt0110684,1994
244,"Jodie Foster, Liam Neeson, Natasha Richardson, Richard Libertini",USA,Michael Apted,tt0110638,1994
245,"Shar-Ron Corley, Gabriel Casseus, Saul Stein, Gwen McGee",USA,Nick Gomez,tt0113967,1995
246,"Tôru Nakamura, Chad McQueen, Mira Sorvino, Conan Lee",Japan,Tôru Murakawa,tt0117169,1993
247,"Craig Fairbrass, Elizabeth Hurley, Keith Allen, Anita Dobson",UK,Vadim Jean,tt0106402,1994
248,"Laura San Giacomo, Paul Rhys, Michael O'Keefe, Cristi Conaway",USA,Alan Jacobs,tt0110671,1994
249,"Woody Harrelson, Juliette Lewis, Tom Sizemore, Rodney Dangerfield",USA,Oliver Stone,tt0110632,1994
250,"Marisa Tomei, Robert Downey Jr., Bonnie Hunt, Joaquim de Almeida","USA, Italy",Norman Jewison,tt0110737,1994
251,"Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell, Julian Arahanga",New Zealand,Lee Tamahori,tt0110729,1994
252,"Alyssa Milano, Johnathon Schaech, Xander Berkeley, Belinda Bauer",USA,Anne Goursaud,tt0114151,1996
253,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey",USA,Wolfgang Petersen,tt0114069,1995
254,"Jean Reno, Gary Oldman, Natalie Portman, Danny Aiello",France,Luc Besson,tt0110413,1994
255,"Marisa Tomei, Alfred Molina, Anjelica Huston, Chazz Palminteri",USA,Mira Nair,tt0114113,1995
256,"William Baldwin, John Leguizamo, Sadie Frost, Erika Eleniak",USA,Joshua Brand,tt0114210,1995
257,"Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta",USA,Quentin Tarantino,tt0110912,1994
258,"Sihung Lung, Lai Wang, Bozhao Wang, Deb Snyder","Taiwan, USA",Ang Lee,tt0105652,1991
259,"Linus Roache, Tom Wilkinson, Robert Carlyle, Cathy Tyson",UK,Antonia Bird,tt0110889,1994
260,"John Turturro, Rob Morrow, Ralph Fiennes, Paul Scofield",USA,Robert Redford,tt0110932,1994
261,"Yûki Kudô, Cary-Hiroyuki Tagawa, Tamlyn Tomita, Akira Takayama","Japan, USA",Kayo Hatta,tt0114129,1994
262,"Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade, Vincent Perez","France, Italy, Germany",Patrice Chéreau,tt0110963,1994
263,"Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio","Japan, USA",Sam Raimi,tt0114214,1995
264,"Peter Falk, D.B. Sweeney, Julianne Moore, Ellen Burstyn",USA,Peter Yates,tt0114296,1995
265,"Marcello Mastroianni, Sophia Loren, Jean-Pierre Cassel, Kim Basinger",USA,Robert Altman,tt0110907,1994
266,"Irène Jacob, Jean-Louis Trintignant, Frédérique Feder, Jean-Pierre Lorit","Switzerland, France, Poland",Krzysztof Kieslowski,tt0111495,1994
267,"Juliette Binoche, Benoît Régent, Florence Pernel, Charlotte Véry","France, Poland, Switzerland",Krzysztof Kieslowski,tt0108394,1993
268,"Zbigniew Zamachowski, Julie Delpy, Janusz Gajos, Jerzy Stuhr","Switzerland, France, Poland",Krzysztof Kieslowski,tt0111507,1994
269,"Leslie Nielsen, Christopher Lloyd, Matt McCoy, Sherry Miller","USA, Canada",Fred Gerber,tt0114268,1995
270,"Darlanne Fluegel, Martin Neufeld, James Brolin, Denise Crosby",Canada,George Mihalka,tt0110965,1994
271,"Al Franken, Laura San Giacomo, Vincent D'Onofrio, Shirley Knight","Germany, USA",Harold Ramis,tt0114571,1995
272,"Jack Palance, Howard McGillin, Michelle Nicastro, Liz Callaway",USA,Richard Rich,tt0111333,1994
273,"Jeni Courtney, Pat Slowey, Dave Duffy, Declan Hannigan","USA, Ireland",John Sayles,tt0111112,1994
274,"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger",USA,Luis Llosa,tt0111255,1994
275,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors","USA, France",Roland Emmerich,tt0111282,1994
276,"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd",USA,John Pasquin,tt0111070,1994
277,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler",USA,Frank Darabont,tt0111161,1994
278,"Kerry Fox, Christopher Eccleston, Ewan McGregor, Ken Stott",UK,Danny Boyle,tt0111149,1994
279,"Dennis Haysbert, Mel Harris, Sab Shimono, Dina Merrill",USA,"Scott McGehee, David Siegel",tt0108260,1993
280,"Jorge Perugorría, Vladimir Cruz, Mirta Ibarra, Francisco Gattorno","Cuba, Mexico, Spain, USA","Tomás Gutiérrez Alea, Juan Carlos Tabío",tt0106966,1993
281,"Kevin Spacey, Frank Whaley, Michelle Forbes, Benicio Del Toro",USA,George Huang,tt0114594,1994
282,"Jack Thompson, Russell Crowe, John Polson, Deborah Kennedy",Australia,"Geoff Burton, Kevin Dowling",tt0111309,1994
283,"Matt Frewer, Valerie Mahaffey, Lawrence Dane, Tommy Chong","Canada, USA",Kelly Makin,tt0113936,1995
284,"You Ge, Li Gong, Ben Niu, Wu Jiang","China, Hong Kong",Yimou Zhang,tt0110081,1994
285,"Lori Petty, Ice-T, Naomi Watts, Don Harvey",USA,Rachel Talalay,tt0114614,1995
286,"John Kassir, Billy Zane, William Sadler, Jada Pinkett Smith",USA,Ernest R. Dickerson,tt0114608,1995
287,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",USA,David Carson,tt0111280,1994
288,"Clarence Williams III, Joe Torry, De'aundre Bonds, Samuel Monroe Jr.",USA,Rusty Cundieff,tt0114609,1995
289,"Willem Dafoe, Miranda Richardson, Rosemary Harris, Tim Dutton","UK, USA",Brian Gilbert,tt0111454,1994
290,"Christopher Reeve, Kirstie Alley, Linda Kozlowski, Michael Paré",USA,John Carpenter,tt0114852,1995
291,"Chris Farley, David Spade, Brian Dennehy, Bo Derek",USA,Peter Segal,tt0114694,1995
292,"Phoebe Brand, Lynn Cohen, George Gaynes, Jerry Mayer",USA,Louis Malle,tt0111590,1994
293,"Peter Gallagher, Alison Elliott, William Fichtner, Adam Trese",USA,Steven Soderbergh,tt0114788,1995
294,"Allen Payne, Eddie Griffin, Joe Morton, Vonte Sweet",USA,Preston A. Whitmore II,tt0114888,1995
295,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen",USA,Lasse Hallström,tt0108550,1993
296,"Denzel Washington, Kelly Lynch, Russell Crowe, Stephen Spinella",USA,Brett Leonard,tt0114857,1995
297,"Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle",USA,Jon Turteltaub,tt0114924,1995
298,"Elijah Wood, Kevin Costner, Mare Winningham, Lexi Randall",USA,Jon Avnet,tt0111667,1994
299,"Sandra Oh, Stephen Chang, Alannah Ong, Donald Fong",Canada,Mina Shum,tt0109655,1994
300,"Sophie Lee, Roz Hammond, Toni Collette, Belinda Jarrett","Australia, France",P.J. Hogan,tt0110598,1994
301,"Schuyler Fisk, Bre Blair, Rachael Leigh Cook, Larisa Oleynik",USA,Melanie Mayron,tt0112435,1995
302,"Jim Carrey, Courteney Cox, Sean Young, Tone Loc",USA,Tom Shadyac,tt0109040,1994
303,"Hugo Weaving, Guy Pearce, Terence Stamp, Rebel Penfold-Russell",Australia,Stephan Elliott,tt0109045,1994
304,"Sheryl Lee, Stephen Dorff, Ian Hart, Gary Bakewell","UK, Germany",Iain Softley,tt0106339,1994
305,"Peter Coyote, Emmanuelle Seigner, Hugh Grant, Kristin Scott Thomas","France, UK, USA",Roman Polanski,tt0104779,1992
306,"John Cusack, Dianne Wiest, Jennifer Tilly, Chazz Palminteri",USA,Woody Allen,tt0109348,1994
307,"Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida","USA, Mexico",Phillip Noyce,tt0109444,1994
308,"Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia",USA,Joel Schumacher,tt0109446,1994
309,"Noreen Hennessey, Lucy Webb, Erica Yohn, Tina Majorino",USA,Jessie Nelson,tt0109484,1994
310,"Alfre Woodard, Delroy Lindo, David Patrick Kelly, Zelda Harris",USA,Spike Lee,tt0109504,1994
311,"Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott",USA,Alex Proyas,tt0109506,1994
312,"Tommy Lee Jones, Robert Wuhl, Lolita Davidovich, Ned Bellamy",USA,Ron Shelton,tt0109450,1994
313,"John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell",USA,Brian Levant,tt0109813,1994
314,"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys",USA,Robert Zemeckis,tt0109830,1994
315,"Hugh Grant, James Fleet, Simon Callow, John Hannah",UK,Mike Newell,tt0109831,1994
316,"Omar Epps, Kristy Swanson, Michael Rapaport, Jennifer Connelly",USA,John Singleton,tt0113305,1995
317,"Luna Lauren Velez, Jon Seda, Tomas Melly, Desiree Casado",USA,Darnell Martin,tt0110091,1994
318,"Nick Nolte, Julia Roberts, Saul Rubinek, James Rebhorn",USA,Charles Shyer,tt0110093,1994
319,"Nicolas Cage, Bridget Fonda, Rosie Perez, Wendell Pierce",USA,Andrew Bergman,tt0110167,1994
320,"Jason Scott Lee, Cary Elwes, Lena Headey, Sam Neill",USA,Stephen Sommers,tt0110213,1994
321,"Leni Riefenstahl, Marlene Dietrich, Arnold Fanck, Walter Frentz","France, UK, Germany, Belgium","Ray Müller, Ray Müller",tt0107472,1993
322,"Rowan Atkinson, Matthew Broderick, Niketa Calame-Harris, Jim Cummings",USA,"Roger Allers, Rob Minkoff",tt0110357,1994
323,"Keanu Reeves, Ruocheng Ying, Chris Isaak, Alex Wiesendanger","France, Liechtenstein, UK",Bernardo Bertolucci,tt0107426,1993
324,"Jeff Davis, Heather Langenkamp, Miko Hughes, Matt Winston",USA,Wes Craven,tt0111686,1994
325,"Jim Carrey, Peter Riegert, Peter Greene, Amy Yasbeck",USA,Chuck Russell,tt0110475,1994
326,"Mel Gibson, Jodie Foster, James Garner, Graham Greene",USA,Richard Donner,tt0110478,1994
327,"Jennifer Jason Leigh, Campbell Scott, Matthew Broderick, Peter Gallagher","USA, Canada",Alan Rudolph,tt0110588,1994
328,"Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson",USA,Peter Segal,tt0110622,1994
329,"Michael Keaton, Robert Duvall, Glenn Close, Marisa Tomei",USA,Ron Howard,tt0110771,1994
330,"Winona Ryder, Ethan Hawke, Janeane Garofalo, Steve Zahn",USA,Ben Stiller,tt0110950,1994
331,"Nicolas Cage, Craig Reay, Vance Johnson, Robert Apel",USA,John Dahl,tt0105226,1993
332,"Macaulay Culkin, John Larroquette, Edward Herrmann, Christine Ebersole",USA,Donald Petrie,tt0110989,1994
333,"Meryl Streep, Joseph Mazzello, Stephanie Sawyer, David Strathairn",USA,Curtis Hanson,tt0110997,1994
334,"Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton",USA,Jan de Bont,tt0111257,1994
335,"Michael Keaton, Geena Davis, Christopher Reeve, Bonnie Bedelia",USA,Ron Underwood,tt0111256,1994
336,"Jean-Claude Van Damme, Mia Sara, Ron Silver, Bruce McGill","Canada, USA, Japan",Peter Hyams,tt0111438,1994
337,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton",USA,James Cameron,tt0111503,1994
338,"Andy Garcia, Meg Ryan, Ellen Burstyn, Tina Majorino",USA,Luis Mandoki,tt0111693,1994
339,"Jack Nicholson, Michelle Pfeiffer, James Spader, Kate Nelligan",USA,Mike Nichols,tt0111742,1994
340,"Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews",USA,Lawrence Kasdan,tt0111756,1994
341,"Ellen Barkin, Laurence Fishburne, Frank Langella, Michael Beach",USA,Damian Harris,tt0112443,1995
342,"Albert Finney, Brenda Fricker, Michael Gambon, Tara Fitzgerald","Ireland, UK",Suri Krishnamma,tt0110455,1994
343,"Stephen Dorff, Reese Witherspoon, Jake Busey, Joey Lauren Adams",USA,Jefery Levy,tt0111048,1994
344,"Keenen Ivory Wayans, Charles S. Dutton, Jada Pinkett Smith, Salli Richardson-Whitfield",USA,Keenen Ivory Wayans,tt0110399,1994
345,"James Andrews, Mary Beth Aylesworth, Mike Barbour, Steve Bilich",USA,"Robert Lee King, Raoul O'Connell, Brian Sloan",tt0112570,1994
346,"Gérard Depardieu, Fanny Ardant, Fabrice Luchini, André Dussollier",France,Yves Angelo,tt0109454,1994
347,"Tura Satana, Haji, Lori Williams, Ray Barlow",USA,Russ Meyer,tt0059170,1965
348,"Allen Payne, Jada Pinkett Smith, Bokeem Woodbine, Anthony 'Treach' Criss",USA,Doug McHenry,tt0110186,1994
349,"Jean-Claude Van Damme, Raul Julia, Ming-Na Wen, Damian Chapa","Japan, USA",Steven E. de Souza,tt0111301,1994
350,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger, Mako","UK, France, Canada",Andrew Morahan,tt0110027,1994
351,"Nicholas Turturro, Anthony DeSando, Libby Langdon, Michael Raynor",USA,Michael Corrente,tt0109785,1994
352,"Sam Neill, Julie Carmen, Jürgen Prochnow, David Warner",USA,John Carpenter,tt0113409,1994
353,"James Rebhorn, Cameron Finley, Carrie Snodgress, Dustin Mayfield",USA,John G. Avildsen,tt0109021,1994
354,"Duane Martin, Leon, Tupac Shakur, David Bailey",USA,Jeff Pollack,tt0109035,1994
355,"Anjelica Huston, Raul Julia, Christopher Lloyd, Joan Cusack",USA,Barry Sonnenfeld,tt0106220,1993
356,"Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder, Linda Faye Farkas",USA,Martin Scorsese,tt0106226,1993
357,"Brendan Fraser, Steve Buscemi, Adam Sandler, Chris Farley",USA,Michael Lehmann,tt0109068,1994
358,"Kevin Bacon, Charles Gitonga Maina, Yolanda Vazquez, Winston Ntshona",USA,Paul Michael Glaser,tt0109067,1994
359,"Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell, Dennis Farina",USA,John Badham,tt0106292,1993
360,"Madeleine Stowe, Mary Stuart Masterson, Andie MacDowell, Drew Barrymore",USA,Jonathan Kaplan,tt0109198,1994
361,"Taylor Nichols, Chris Eigeman, Tushka Bergen, Mira Sorvino",USA,Whit Stillman,tt0109219,1994
362,"Robin Williams, Kelly Hunter, Maudie Johnson, Max Johnson","UK, Japan",Bill Forsyth,tt0106379,1994
363,"Jim Varney, Diedrich Bader, Erika Eleniak, Cloris Leachman",USA,Penelope Spheeris,tt0106400,1993
364,"Eddie Murphy, Jon Tenney, Joey Travolta, Eugene Collier",USA,John Landis,tt0109254,1994
365,"Docs Keepin Time, Alan Cumming, Sean Bean, David Thewlis","USA, UK",Caroline Thompson,tt0109279,1994
366,"Madeleine Stowe, Aidan Quinn, James Remar, Peter Friedman",USA,Michael Apted,tt0109297,1993
367,"Jeff Bridges, Tommy Lee Jones, Suzy Amis, Lloyd Bridges",USA,Stephen Hopkins,tt0109303,1994
368,"Nick Nolte, Mary McDonnell, J.T. Walsh, Ed O'Neill",USA,William Friedkin,tt0109305,1994
369,"Jessica Lange, Tommy Lee Jones, Powers Boothe, Carrie Snodgress",USA,Tony Richardson,tt0109306,1994
370,"Terry Kinney, Meg Tilly, Gabrielle Anwar, Reilly Murphy",USA,Abel Ferrara,tt0106452,1993
371,"Julian Sands, Sherilyn Fenn, Bill Paxton, Kurtwood Smith",USA,Jennifer Lynch,tt0106471,1993
372,"Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra",USA,Robert De Niro,tt0106489,1993
373,"Chris Elliott, Ritch Brinkley, James Gammon, Brian Doyle-Murray",USA,Adam Resnick,tt0109361,1994
374,"Jason Priestley, Gabriel Olds, Jerry O'Connell, Joe Pantoliano",USA,John Whitesell,tt0106505,1993
375,"Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo",USA,Brian De Palma,tt0106519,1993
376,"Billy Crystal, Daniel Stern, Jon Lovitz, Jack Palance",USA,Paul Weiland,tt0109439,1994
377,"Dana Carvey, Valeria Golino, James Earl Jones, Kevin Pollak",USA,Mick Jackson,tt0109443,1994
378,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner","USA, Italy, France",Renny Harlin,tt0106582,1993
379,"Robert Knott, Jonathan Penner, Whip Hubley, Dan Aykroyd",USA,Steve Barron,tt0106598,1993
380,"Bruce Willis, Jane March, Rubén Blades, Lesley Ann Warren",USA,Richard Rush,tt0109456,1994
381,"Chevy Chase, Jack Palance, Dianne Wiest, Robert Davi",USA,Michael Ritchie,tt0109480,1994
382,"Woody Harrelson, Kiefer Sutherland, Dylan McDermott, Ernie Hudson",USA,Gregg Champion,tt0109493,1994
383,"Kevin Kline, Sigourney Weaver, Frank Langella, Kevin Dunn",USA,Ivan Reitman,tt0106673,1993
384,"Jason London, Joey Lauren Adams, Milla Jovovich, Shawn Andrews",USA,Richard Linklater,tt0106677,1993
385,"Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne",USA,Marco Brambilla,tt0106697,1993
386,"Uma Thurman, Lorraine Bracco, Pat Morita, Angie Dickinson",USA,Gus Van Sant,tt0106834,1993
387,"Armand Assante, Sherilyn Fenn, Kate Nelligan, Sean Young",USA,Carl Reiner,tt0106873,1993
388,"Leslie Cheung, Fengyi Zhang, Li Gong, Qi Lü","China, Hong Kong",Kaige Chen,tt0106332,1993
389,"Jeff Bridges, Isabella Rossellini, Rosie Perez, Tom Hulce",USA,Peter Weir,tt0106881,1993
390,"Mark Christopher Lawrence, Larry B. Scott, Rusty Cundieff, Kasi Lemmons","USA, UK",Rusty Cundieff,tt0106880,1993
391,"Joe Pesci, Brendan Fraser, Moira Kelly, Patrick Dempsey",USA,Alek Keshishian,tt0111732,1994
392,"Julia McNeal, Ron Kuhlman, Jerry Swindall, Ryan Bohls",USA,Steve Kloves,tt0106926,1993
393,"Mia Farrow, Joan Plowright, Natasha Richardson, Adrian Dunbar","UK, Ireland",John Irvin,tt0111712,1994
394,"Michael J. Fox, Gabrielle Anwar, Anthony Higgins, Michael Tucker",USA,Barry Sonnenfeld,tt0106941,1993
395,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Hal Holbrook",USA,Sydney Pollack,tt0106918,1993
396,"Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg","USA, France, Mexico",Simon Wincer,tt0106965,1993
397,"Sean Nelson, Giancarlo Esposito, Samuel L. Jackson, N'Bushe Wright","USA, France",Boaz Yakin,tt0109842,1994
398,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore",USA,Andrew Davis,tt0106977,1993
399,"Jason Patric, Gene Hackman, Robert Duvall, Wes Studi",USA,Walter Hill,tt0107004,1993
400,"Alec Baldwin, Kim Basinger, Michael Madsen, James Woods","USA, Japan",Roger Donaldson,tt0109890,1994
401,"Macaulay Culkin, Ted Danson, Glenne Headly, Saul Rubinek",USA,Howard Deutch,tt0109891,1994
402,"V.S. Brodie, Guinevere Turner, T. Wendy McMillan, Migdalia Melendez",USA,Rose Troche,tt0109913,1994
403,"Chuck Pfarrer, Robert Apisa, Arnold Vosloo, Lance Henriksen",USA,John Woo,tt0107076,1993
404,"Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna",USA,Jim Abrahams,tt0107144,1993
405,"Dana Delany, Kim Cattrall, Cynthia Stevenson, Laila Robins",USA,Julianna Lavin,tt0113674,1995
406,"Hugh Grant, Tara Fitzgerald, Colm Meaney, Ian McNeice",UK,Christopher Monger,tt0112966,1995
407,"Meryl Streep, Jeremy Irons, Winona Ryder, Antonio Banderas","Portugal, Germany, Denmark, USA, France",Bille August,tt0107151,1993
408,"Christopher Reid, Christopher Martin, David Edwards, Angela Means",USA,Eric Meza,tt0110064,1994
409,"Tim Robbins, Jennifer Jason Leigh, Paul Newman, Charles Durning","UK, Germany, USA","Joel Coen, Ethan Coen",tt0110074,1994
410,"Nick Nolte, Whittni Wright, Albert Brooks, Julie Kavner",USA,James L. Brooks,tt0110097,1994
411,"Pauly Shore, Andy Dick, Lori Petty, David Alan Grier",USA,Daniel Petrie Jr.,tt0110123,1994
412,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott",USA,Wolfgang Petersen,tt0107206,1993
413,"Alison Crosbie, Daniel Day-Lewis, Philip King, Emma Thompson","Ireland, UK",Jim Sheridan,tt0107207,1993
414,"Larenz Tate, Joe Morton, Suzzanne Douglas, Glynn Turman",USA,Matty Rich,tt0110137,1994
415,"RaéVen Kelly, Virginia Capers, Dororthy Thorton, Demetrice Cheathon",USA,Brian Gibson,tt0108551,1993
416,"Joe Pesci, Christian Slater, Victoria Abril, Jason Beghe",USA,Barry Levinson,tt0110197,1994
417,"Emilio Estevez, Cuba Gooding Jr., Denis Leary, Stephen Dorff","USA, Japan",Stephen Hopkins,tt0107286,1993
418,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough",USA,Steven Spielberg,tt0107290,1993
419,"Brad Pitt, Kathy Larson, David Milford, David Duchovny",USA,Dominic Sena,tt0107302,1993
420,"Eric Stoltz, Martin Raymond, Eric Pascal Chaltiel, Julie Delpy","France, USA",Roger Avary,tt0110265,1993
421,"Tom Guiry, Helen Slater, Jon Tenney, Brittany Boyd",USA,Daniel Petrie,tt0110305,1994
422,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance",USA,John McTiernan,tt0107362,1993
423,"Michael J. Fox, Christina Vidal, Nathan Lane, Cyndi Lauper",USA,James Lapine,tt0107413,1993
424,"Paul Hogan, Cuba Gooding Jr., Beverly D'Angelo, Kamala Lopez","USA, Australia",Simon Wincer,tt0110353,1994
425,"Jeremy Irons, John Lone, Barbara Sukowa, Ian Richardson",USA,David Cronenberg,tt0107468,1993
426,"Whoopi Goldberg, Ted Danson, Will Smith, Nia Long","USA, France",Richard Benjamin,tt0107478,1993
427,"Alec Baldwin, Nicole Kidman, Bill Pullman, Bebe Neuwirth","Canada, USA",Harold Becker,tt0107497,1993
428,"Mel Gibson, Nick Stahl, Margaret Whitton, Fay Masterson",USA,Mel Gibson,tt0107501,1993
429,"Woody Allen, Diane Keaton, Jerry Adler, Lynn Cohen",USA,Woody Allen,tt0107507,1993
430,"Tyrin Turner, Larenz Tate, June Kyoto Lu, Toshi Toda",USA,"Albert Hughes, Allen Hughes",tt0107554,1993
431,"Kurt Russell, Steven Seagal, Halle Berry, John Leguizamo",USA,Stuart Baird,tt0116253,1996
432,"Tatsuya Fuji, Eiko Matsuda, Aoi Nakajima, Yasuko Matsui","Japan, France",Nagisa Ôshima,tt0074102,1976
433,"Karen Sillas, Tom Noonan",USA,Tom Noonan,tt0111689,1994
